granularite,section,detail,metrique,valeur,n
trimestriel,test,globale,accuracy,51.0,4317
trimestriel,test,globale,balanced_accuracy,50.1,4317
trimestriel,test,globale,f1_macro,44.1,4317
trimestriel,test,globale,n_zones_uniques,412.0,4317
trimestriel,test,globale,repere_toujours_majoritaire_accuracy,68.8,4317
trimestriel,test,globale,repere_hasard_balanced,33.3,4317
trimestriel,par_annee,2023,accuracy,52.3,1439
trimestriel,par_annee,2024,accuracy,50.2,1439
trimestriel,par_annee,2025,accuracy,50.4,1439
trimestriel,par_tendance,Diminution,accuracy,52.4,2972
trimestriel,par_tendance,Stable,accuracy,36.5,727
trimestriel,par_tendance,Augmentation,accuracy,61.3,618
trimestriel,cv_temporelle,fold_1_val_2020,accuracy,54.7,1802
trimestriel,cv_temporelle,fold_1_val_2020,balanced_accuracy,55.1,1802
trimestriel,cv_temporelle,fold_1_val_2020,f1_macro,45.6,1802
trimestriel,cv_temporelle,fold_2_val_2021,accuracy,57.8,1845
trimestriel,cv_temporelle,fold_2_val_2021,balanced_accuracy,52.9,1845
trimestriel,cv_temporelle,fold_2_val_2021,f1_macro,44.0,1845
trimestriel,cv_temporelle,fold_3_val_2022,accuracy,66.0,1398
trimestriel,cv_temporelle,fold_3_val_2022,balanced_accuracy,58.5,1398
trimestriel,cv_temporelle,fold_3_val_2022,f1_macro,51.1,1398
trimestriel,cv_temporelle,moyenne,accuracy,59.5,3
trimestriel,cv_temporelle,moyenne,balanced_accuracy,55.5,3
trimestriel,cv_temporelle,moyenne,f1_macro,46.9,3
