granularite,section,detail,metrique,valeur,n
semestriel,test,globale,accuracy,49.2,2337
semestriel,test,globale,balanced_accuracy,47.7,2337
semestriel,test,globale,f1_macro,43.7,2337
semestriel,test,globale,n_zones_uniques,412.0,2337
semestriel,test,globale,repere_toujours_majoritaire_accuracy,62.3,2337
semestriel,test,globale,repere_hasard_balanced,33.3,2337
semestriel,par_annee,2023,accuracy,51.9,779
semestriel,par_annee,2024,accuracy,49.4,779
semestriel,par_annee,2025,accuracy,46.2,779
semestriel,par_tendance,Diminution,accuracy,50.4,1455
semestriel,par_tendance,Stable,accuracy,28.7,421
semestriel,par_tendance,Augmentation,accuracy,64.0,461
semestriel,cv_temporelle,fold_1_val_2018,accuracy,56.5,1026
semestriel,cv_temporelle,fold_1_val_2018,balanced_accuracy,55.4,1026
semestriel,cv_temporelle,fold_1_val_2018,f1_macro,49.9,1026
semestriel,cv_temporelle,fold_2_val_2019,accuracy,56.8,1060
semestriel,cv_temporelle,fold_2_val_2019,balanced_accuracy,54.4,1060
semestriel,cv_temporelle,fold_2_val_2019,f1_macro,48.9,1060
semestriel,cv_temporelle,fold_3_val_2020,accuracy,52.9,1092
semestriel,cv_temporelle,fold_3_val_2020,balanced_accuracy,55.1,1092
semestriel,cv_temporelle,fold_3_val_2020,f1_macro,45.9,1092
semestriel,cv_temporelle,fold_4_val_2021,accuracy,55.8,1115
semestriel,cv_temporelle,fold_4_val_2021,balanced_accuracy,51.4,1115
semestriel,cv_temporelle,fold_4_val_2021,f1_macro,43.7,1115
semestriel,cv_temporelle,fold_5_val_2022,accuracy,66.2,571
semestriel,cv_temporelle,fold_5_val_2022,balanced_accuracy,59.8,571
semestriel,cv_temporelle,fold_5_val_2022,f1_macro,53.1,571
semestriel,cv_temporelle,moyenne,accuracy,57.6,5
semestriel,cv_temporelle,moyenne,balanced_accuracy,55.2,5
semestriel,cv_temporelle,moyenne,f1_macro,48.3,5
