granularite,section,detail,metrique,valeur,n
semestriel,test,globale,accuracy,58.5,2337
semestriel,test,globale,balanced_accuracy,60.2,2337
semestriel,test,globale,f1_macro,53.8,2337
semestriel,test,globale,n_zones_uniques,412.0,2337
semestriel,test,globale,repere_toujours_majoritaire_accuracy,61.6,2337
semestriel,test,globale,repere_hasard_balanced,33.3,2337
semestriel,par_annee,2023,accuracy,58.8,779
semestriel,par_annee,2024,accuracy,57.8,779
semestriel,par_annee,2025,accuracy,59.1,779
semestriel,par_tendance,Diminution,accuracy,71.3,620
semestriel,par_tendance,Stable,accuracy,53.6,1440
semestriel,par_tendance,Augmentation,accuracy,55.6,277
semestriel,cv_temporelle,fold_1_val_2018,accuracy,69.2,1026
semestriel,cv_temporelle,fold_1_val_2018,balanced_accuracy,69.8,1026
semestriel,cv_temporelle,fold_1_val_2018,f1_macro,62.6,1026
semestriel,cv_temporelle,fold_2_val_2019,accuracy,66.5,1060
semestriel,cv_temporelle,fold_2_val_2019,balanced_accuracy,66.6,1060
semestriel,cv_temporelle,fold_2_val_2019,f1_macro,57.0,1060
semestriel,cv_temporelle,fold_3_val_2020,accuracy,72.2,1092
semestriel,cv_temporelle,fold_3_val_2020,balanced_accuracy,70.0,1092
semestriel,cv_temporelle,fold_3_val_2020,f1_macro,62.8,1092
semestriel,cv_temporelle,fold_4_val_2021,accuracy,73.9,1115
semestriel,cv_temporelle,fold_4_val_2021,balanced_accuracy,69.9,1115
semestriel,cv_temporelle,fold_4_val_2021,f1_macro,63.2,1115
semestriel,cv_temporelle,fold_5_val_2022,accuracy,78.5,571
semestriel,cv_temporelle,fold_5_val_2022,balanced_accuracy,78.2,571
semestriel,cv_temporelle,fold_5_val_2022,f1_macro,70.5,571
semestriel,cv_temporelle,moyenne,accuracy,72.1,5
semestriel,cv_temporelle,moyenne,balanced_accuracy,70.9,5
semestriel,cv_temporelle,moyenne,f1_macro,63.2,5
