granularite,section,detail,metrique,valeur,n
trimestriel,test,globale,accuracy,50.9,4317
trimestriel,test,globale,balanced_accuracy,51.0,4317
trimestriel,test,globale,f1_macro,44.5,4317
trimestriel,test,globale,n_zones_uniques,412.0,4317
trimestriel,test,globale,repere_toujours_majoritaire_accuracy,69.4,4317
trimestriel,test,globale,repere_hasard_balanced,33.3,4317
trimestriel,par_annee,2023,accuracy,52.3,1439
trimestriel,par_annee,2024,accuracy,50.1,1439
trimestriel,par_annee,2025,accuracy,50.4,1439
trimestriel,par_tendance,Diminution,accuracy,51.1,2995
trimestriel,par_tendance,Stable,accuracy,39.7,692
trimestriel,par_tendance,Augmentation,accuracy,62.2,630
trimestriel,cv_temporelle,fold_1_val_2020,accuracy,54.2,1802
trimestriel,cv_temporelle,fold_1_val_2020,balanced_accuracy,56.2,1802
trimestriel,cv_temporelle,fold_1_val_2020,f1_macro,46.0,1802
trimestriel,cv_temporelle,fold_2_val_2021,accuracy,57.2,1845
trimestriel,cv_temporelle,fold_2_val_2021,balanced_accuracy,54.0,1845
trimestriel,cv_temporelle,fold_2_val_2021,f1_macro,44.5,1845
trimestriel,cv_temporelle,fold_3_val_2022,accuracy,66.8,1398
trimestriel,cv_temporelle,fold_3_val_2022,balanced_accuracy,59.6,1398
trimestriel,cv_temporelle,fold_3_val_2022,f1_macro,52.3,1398
trimestriel,cv_temporelle,moyenne,accuracy,59.4,3
trimestriel,cv_temporelle,moyenne,balanced_accuracy,56.6,3
trimestriel,cv_temporelle,moyenne,f1_macro,47.6,3
