granularite,section,detail,metrique,valeur,n
semestriel,test,globale,accuracy,49.5,2337
semestriel,test,globale,balanced_accuracy,48.8,2337
semestriel,test,globale,f1_macro,44.8,2337
semestriel,test,globale,n_zones_uniques,412.0,2337
semestriel,test,globale,repere_toujours_majoritaire_accuracy,62.7,2337
semestriel,test,globale,repere_hasard_balanced,33.3,2337
semestriel,par_annee,2023,accuracy,52.5,779
semestriel,par_annee,2024,accuracy,49.7,779
semestriel,par_annee,2025,accuracy,46.3,779
semestriel,par_tendance,Diminution,accuracy,49.5,1465
semestriel,par_tendance,Stable,accuracy,35.0,403
semestriel,par_tendance,Augmentation,accuracy,62.0,469
semestriel,cv_temporelle,fold_1_val_2018,accuracy,57.6,1026
semestriel,cv_temporelle,fold_1_val_2018,balanced_accuracy,58.6,1026
semestriel,cv_temporelle,fold_1_val_2018,f1_macro,51.7,1026
semestriel,cv_temporelle,fold_2_val_2019,accuracy,57.2,1060
semestriel,cv_temporelle,fold_2_val_2019,balanced_accuracy,56.4,1060
semestriel,cv_temporelle,fold_2_val_2019,f1_macro,50.1,1060
semestriel,cv_temporelle,fold_3_val_2020,accuracy,52.9,1092
semestriel,cv_temporelle,fold_3_val_2020,balanced_accuracy,55.3,1092
semestriel,cv_temporelle,fold_3_val_2020,f1_macro,46.1,1092
semestriel,cv_temporelle,fold_4_val_2021,accuracy,56.9,1115
semestriel,cv_temporelle,fold_4_val_2021,balanced_accuracy,53.0,1115
semestriel,cv_temporelle,fold_4_val_2021,f1_macro,45.0,1115
semestriel,cv_temporelle,fold_5_val_2022,accuracy,65.8,571
semestriel,cv_temporelle,fold_5_val_2022,balanced_accuracy,60.3,571
semestriel,cv_temporelle,fold_5_val_2022,f1_macro,53.4,571
semestriel,cv_temporelle,moyenne,accuracy,58.1,5
semestriel,cv_temporelle,moyenne,balanced_accuracy,56.7,5
semestriel,cv_temporelle,moyenne,f1_macro,49.3,5
