granularite,section,detail,metrique,valeur,n
semestriel,test,globale,accuracy,59.5,2337
semestriel,test,globale,balanced_accuracy,60.8,2337
semestriel,test,globale,f1_macro,54.9,2337
semestriel,test,globale,n_zones_uniques,412.0,2337
semestriel,test,globale,repere_toujours_majoritaire_accuracy,60.8,2337
semestriel,test,globale,repere_hasard_balanced,33.3,2337
semestriel,par_annee,2023,accuracy,59.4,779
semestriel,par_annee,2024,accuracy,58.9,779
semestriel,par_annee,2025,accuracy,60.2,779
semestriel,par_tendance,Diminution,accuracy,70.6,630
semestriel,par_tendance,Stable,accuracy,55.2,1422
semestriel,par_tendance,Augmentation,accuracy,56.5,285
semestriel,cv_temporelle,fold_1_val_2018,accuracy,69.1,1026
semestriel,cv_temporelle,fold_1_val_2018,balanced_accuracy,68.9,1026
semestriel,cv_temporelle,fold_1_val_2018,f1_macro,62.4,1026
semestriel,cv_temporelle,fold_2_val_2019,accuracy,68.0,1060
semestriel,cv_temporelle,fold_2_val_2019,balanced_accuracy,68.2,1060
semestriel,cv_temporelle,fold_2_val_2019,f1_macro,59.2,1060
semestriel,cv_temporelle,fold_3_val_2020,accuracy,71.7,1092
semestriel,cv_temporelle,fold_3_val_2020,balanced_accuracy,69.8,1092
semestriel,cv_temporelle,fold_3_val_2020,f1_macro,62.5,1092
semestriel,cv_temporelle,fold_4_val_2021,accuracy,74.8,1115
semestriel,cv_temporelle,fold_4_val_2021,balanced_accuracy,72.0,1115
semestriel,cv_temporelle,fold_4_val_2021,f1_macro,65.1,1115
semestriel,cv_temporelle,fold_5_val_2022,accuracy,78.6,571
semestriel,cv_temporelle,fold_5_val_2022,balanced_accuracy,77.5,571
semestriel,cv_temporelle,fold_5_val_2022,f1_macro,70.5,571
semestriel,cv_temporelle,moyenne,accuracy,72.4,5
semestriel,cv_temporelle,moyenne,balanced_accuracy,71.3,5
semestriel,cv_temporelle,moyenne,f1_macro,63.9,5
