granularite,section,detail,metrique,valeur,n
semestriel,test,globale,accuracy,59.1,2337
semestriel,test,globale,balanced_accuracy,60.3,2337
semestriel,test,globale,f1_macro,54.3,2337
semestriel,test,globale,n_zones_uniques,412.0,2337
semestriel,test,globale,repere_toujours_majoritaire_accuracy,61.1,2337
semestriel,test,globale,repere_hasard_balanced,33.3,2337
semestriel,par_annee,2023,accuracy,58.5,779
semestriel,par_annee,2024,accuracy,58.7,779
semestriel,par_annee,2025,accuracy,59.9,779
semestriel,par_tendance,Diminution,accuracy,70.9,628
semestriel,par_tendance,Stable,accuracy,54.6,1427
semestriel,par_tendance,Augmentation,accuracy,55.3,282
semestriel,cv_temporelle,fold_1_val_2018,accuracy,69.4,1026
semestriel,cv_temporelle,fold_1_val_2018,balanced_accuracy,70.1,1026
semestriel,cv_temporelle,fold_1_val_2018,f1_macro,63.0,1026
semestriel,cv_temporelle,fold_2_val_2019,accuracy,67.1,1060
semestriel,cv_temporelle,fold_2_val_2019,balanced_accuracy,67.1,1060
semestriel,cv_temporelle,fold_2_val_2019,f1_macro,57.8,1060
semestriel,cv_temporelle,fold_3_val_2020,accuracy,72.8,1092
semestriel,cv_temporelle,fold_3_val_2020,balanced_accuracy,71.0,1092
semestriel,cv_temporelle,fold_3_val_2020,f1_macro,63.7,1092
semestriel,cv_temporelle,fold_4_val_2021,accuracy,74.7,1115
semestriel,cv_temporelle,fold_4_val_2021,balanced_accuracy,71.4,1115
semestriel,cv_temporelle,fold_4_val_2021,f1_macro,64.6,1115
semestriel,cv_temporelle,fold_5_val_2022,accuracy,78.5,571
semestriel,cv_temporelle,fold_5_val_2022,balanced_accuracy,77.5,571
semestriel,cv_temporelle,fold_5_val_2022,f1_macro,70.4,571
semestriel,cv_temporelle,moyenne,accuracy,72.5,5
semestriel,cv_temporelle,moyenne,balanced_accuracy,71.4,5
semestriel,cv_temporelle,moyenne,f1_macro,63.9,5
