granularite,section,detail,metrique,valeur,n
trimestriel,test,globale,accuracy,46.7,4317
trimestriel,test,globale,balanced_accuracy,48.4,4317
trimestriel,test,globale,f1_macro,42.5,4317
trimestriel,test,globale,n_zones_uniques,412.0,4317
trimestriel,test,globale,repere_toujours_majoritaire_accuracy,68.1,4317
trimestriel,test,globale,repere_hasard_balanced,33.3,4317
trimestriel,par_annee,2023,accuracy,47.1,1439
trimestriel,par_annee,2024,accuracy,47.3,1439
trimestriel,par_annee,2025,accuracy,45.6,1439
trimestriel,par_tendance,Diminution,accuracy,44.9,2942
trimestriel,par_tendance,Stable,accuracy,52.8,769
trimestriel,par_tendance,Augmentation,accuracy,47.4,606
trimestriel,cv_temporelle,fold_1_val_2020,accuracy,54.2,1802
trimestriel,cv_temporelle,fold_1_val_2020,balanced_accuracy,51.8,1802
trimestriel,cv_temporelle,fold_1_val_2020,f1_macro,44.0,1802
trimestriel,cv_temporelle,fold_2_val_2021,accuracy,58.8,1845
trimestriel,cv_temporelle,fold_2_val_2021,balanced_accuracy,53.5,1845
trimestriel,cv_temporelle,fold_2_val_2021,f1_macro,45.0,1845
trimestriel,cv_temporelle,fold_3_val_2022,accuracy,66.1,1398
trimestriel,cv_temporelle,fold_3_val_2022,balanced_accuracy,57.6,1398
trimestriel,cv_temporelle,fold_3_val_2022,f1_macro,50.8,1398
trimestriel,cv_temporelle,moyenne,accuracy,59.7,3
trimestriel,cv_temporelle,moyenne,balanced_accuracy,54.3,3
trimestriel,cv_temporelle,moyenne,f1_macro,46.6,3
