granularite,section,detail,metrique,valeur,n
trimestriel,test,globale,accuracy,65.3,4317
trimestriel,test,globale,balanced_accuracy,65.5,4317
trimestriel,test,globale,f1_macro,56.6,4317
trimestriel,test,globale,n_zones_uniques,412.0,4317
trimestriel,test,globale,repere_toujours_majoritaire_accuracy,67.3,4317
trimestriel,test,globale,repere_hasard_balanced,33.3,4317
trimestriel,par_annee,2023,accuracy,65.6,1439
trimestriel,par_annee,2024,accuracy,65.3,1439
trimestriel,par_annee,2025,accuracy,65.0,1439
trimestriel,par_tendance,Diminution,accuracy,64.5,1068
trimestriel,par_tendance,Stable,accuracy,65.5,2907
trimestriel,par_tendance,Augmentation,accuracy,66.7,342
trimestriel,cv_temporelle,fold_1_val_2020,accuracy,73.4,1802
trimestriel,cv_temporelle,fold_1_val_2020,balanced_accuracy,70.5,1802
trimestriel,cv_temporelle,fold_1_val_2020,f1_macro,61.1,1802
trimestriel,cv_temporelle,fold_2_val_2021,accuracy,78.0,1845
trimestriel,cv_temporelle,fold_2_val_2021,balanced_accuracy,75.2,1845
trimestriel,cv_temporelle,fold_2_val_2021,f1_macro,66.5,1845
trimestriel,cv_temporelle,fold_3_val_2022,accuracy,79.2,1398
trimestriel,cv_temporelle,fold_3_val_2022,balanced_accuracy,77.0,1398
trimestriel,cv_temporelle,fold_3_val_2022,f1_macro,67.5,1398
trimestriel,cv_temporelle,moyenne,accuracy,76.9,3
trimestriel,cv_temporelle,moyenne,balanced_accuracy,74.2,3
trimestriel,cv_temporelle,moyenne,f1_macro,65.0,3
