granularite,section,detail,metrique,valeur,n
trimestriel,test,globale,accuracy,51.2,4317
trimestriel,test,globale,balanced_accuracy,50.9,4317
trimestriel,test,globale,f1_macro,45.7,4317
trimestriel,test,globale,n_zones_uniques,412.0,4317
trimestriel,test,globale,repere_toujours_majoritaire_accuracy,66.6,4317
trimestriel,test,globale,repere_hasard_balanced,33.3,4317
trimestriel,par_annee,2023,accuracy,53.9,1439
trimestriel,par_annee,2024,accuracy,50.5,1439
trimestriel,par_annee,2025,accuracy,49.3,1439
trimestriel,par_tendance,Diminution,accuracy,52.3,2873
trimestriel,par_tendance,Stable,accuracy,44.3,866
trimestriel,par_tendance,Augmentation,accuracy,56.1,578
trimestriel,cv_temporelle,fold_1_val_2020,accuracy,54.0,1802
trimestriel,cv_temporelle,fold_1_val_2020,balanced_accuracy,54.0,1802
trimestriel,cv_temporelle,fold_1_val_2020,f1_macro,46.2,1802
trimestriel,cv_temporelle,fold_2_val_2021,accuracy,60.2,1845
trimestriel,cv_temporelle,fold_2_val_2021,balanced_accuracy,56.2,1845
trimestriel,cv_temporelle,fold_2_val_2021,f1_macro,47.7,1845
trimestriel,cv_temporelle,fold_3_val_2022,accuracy,68.0,1398
trimestriel,cv_temporelle,fold_3_val_2022,balanced_accuracy,60.4,1398
trimestriel,cv_temporelle,fold_3_val_2022,f1_macro,54.8,1398
trimestriel,cv_temporelle,moyenne,accuracy,60.7,3
trimestriel,cv_temporelle,moyenne,balanced_accuracy,56.9,3
trimestriel,cv_temporelle,moyenne,f1_macro,49.6,3
