granularite,section,detail,metrique,valeur,n
trimestriel,test,globale,accuracy,52.5,4317
trimestriel,test,globale,balanced_accuracy,50.5,4317
trimestriel,test,globale,f1_macro,45.9,4317
trimestriel,test,globale,n_zones_uniques,412.0,4317
trimestriel,test,globale,repere_toujours_majoritaire_accuracy,65.9,4317
trimestriel,test,globale,repere_hasard_balanced,33.3,4317
trimestriel,par_annee,2023,accuracy,54.6,1439
trimestriel,par_annee,2024,accuracy,52.1,1439
trimestriel,par_annee,2025,accuracy,50.9,1439
trimestriel,par_tendance,Diminution,accuracy,56.1,2846
trimestriel,par_tendance,Stable,accuracy,38.7,909
trimestriel,par_tendance,Augmentation,accuracy,56.6,562
trimestriel,cv_temporelle,fold_1_val_2020,accuracy,55.2,1802
trimestriel,cv_temporelle,fold_1_val_2020,balanced_accuracy,53.2,1802
trimestriel,cv_temporelle,fold_1_val_2020,f1_macro,46.1,1802
trimestriel,cv_temporelle,fold_2_val_2021,accuracy,60.0,1845
trimestriel,cv_temporelle,fold_2_val_2021,balanced_accuracy,54.0,1845
trimestriel,cv_temporelle,fold_2_val_2021,f1_macro,45.9,1845
trimestriel,cv_temporelle,fold_3_val_2022,accuracy,68.2,1398
trimestriel,cv_temporelle,fold_3_val_2022,balanced_accuracy,59.7,1398
trimestriel,cv_temporelle,fold_3_val_2022,f1_macro,54.2,1398
trimestriel,cv_temporelle,moyenne,accuracy,61.1,3
trimestriel,cv_temporelle,moyenne,balanced_accuracy,55.6,3
trimestriel,cv_temporelle,moyenne,f1_macro,48.7,3
