granularite,section,detail,metrique,valeur,n
semestriel,test,globale,accuracy,59.3,2337
semestriel,test,globale,balanced_accuracy,60.4,2337
semestriel,test,globale,f1_macro,54.7,2337
semestriel,test,globale,n_zones_uniques,412.0,2337
semestriel,test,globale,repere_toujours_majoritaire_accuracy,60.6,2337
semestriel,test,globale,repere_hasard_balanced,33.3,2337
semestriel,par_annee,2023,accuracy,59.1,779
semestriel,par_annee,2024,accuracy,58.9,779
semestriel,par_annee,2025,accuracy,60.1,779
semestriel,par_tendance,Diminution,accuracy,70.7,632
semestriel,par_tendance,Stable,accuracy,55.1,1417
semestriel,par_tendance,Augmentation,accuracy,55.2,288
semestriel,cv_temporelle,fold_1_val_2018,accuracy,69.7,1026
semestriel,cv_temporelle,fold_1_val_2018,balanced_accuracy,70.6,1026
semestriel,cv_temporelle,fold_1_val_2018,f1_macro,63.5,1026
semestriel,cv_temporelle,fold_2_val_2019,accuracy,68.5,1060
semestriel,cv_temporelle,fold_2_val_2019,balanced_accuracy,69.0,1060
semestriel,cv_temporelle,fold_2_val_2019,f1_macro,59.8,1060
semestriel,cv_temporelle,fold_3_val_2020,accuracy,72.1,1092
semestriel,cv_temporelle,fold_3_val_2020,balanced_accuracy,70.3,1092
semestriel,cv_temporelle,fold_3_val_2020,f1_macro,63.0,1092
semestriel,cv_temporelle,fold_4_val_2021,accuracy,75.2,1115
semestriel,cv_temporelle,fold_4_val_2021,balanced_accuracy,72.0,1115
semestriel,cv_temporelle,fold_4_val_2021,f1_macro,65.6,1115
semestriel,cv_temporelle,fold_5_val_2022,accuracy,78.8,571
semestriel,cv_temporelle,fold_5_val_2022,balanced_accuracy,77.6,571
semestriel,cv_temporelle,fold_5_val_2022,f1_macro,70.7,571
semestriel,cv_temporelle,moyenne,accuracy,72.9,5
semestriel,cv_temporelle,moyenne,balanced_accuracy,71.9,5
semestriel,cv_temporelle,moyenne,f1_macro,64.5,5
