granularite,section,detail,metrique,valeur,n
trimestriel,test,globale,accuracy,52.6,4317
trimestriel,test,globale,balanced_accuracy,50.9,4317
trimestriel,test,globale,f1_macro,46.1,4317
trimestriel,test,globale,n_zones_uniques,412.0,4317
trimestriel,test,globale,repere_toujours_majoritaire_accuracy,66.3,4317
trimestriel,test,globale,repere_hasard_balanced,33.3,4317
trimestriel,par_annee,2023,accuracy,55.0,1439
trimestriel,par_annee,2024,accuracy,52.1,1439
trimestriel,par_annee,2025,accuracy,50.8,1439
trimestriel,par_tendance,Diminution,accuracy,55.6,2862
trimestriel,par_tendance,Stable,accuracy,39.8,881
trimestriel,par_tendance,Augmentation,accuracy,57.3,574
trimestriel,cv_temporelle,fold_1_val_2020,accuracy,55.0,1802
trimestriel,cv_temporelle,fold_1_val_2020,balanced_accuracy,53.5,1802
trimestriel,cv_temporelle,fold_1_val_2020,f1_macro,46.2,1802
trimestriel,cv_temporelle,fold_2_val_2021,accuracy,59.9,1845
trimestriel,cv_temporelle,fold_2_val_2021,balanced_accuracy,55.1,1845
trimestriel,cv_temporelle,fold_2_val_2021,f1_macro,46.7,1845
trimestriel,cv_temporelle,fold_3_val_2022,accuracy,67.4,1398
trimestriel,cv_temporelle,fold_3_val_2022,balanced_accuracy,59.9,1398
trimestriel,cv_temporelle,fold_3_val_2022,f1_macro,54.2,1398
trimestriel,cv_temporelle,moyenne,accuracy,60.8,3
trimestriel,cv_temporelle,moyenne,balanced_accuracy,56.2,3
trimestriel,cv_temporelle,moyenne,f1_macro,49.0,3
