granularite,section,detail,metrique,valeur,n
semestriel,test,globale,accuracy,49.5,2337
semestriel,test,globale,balanced_accuracy,48.9,2337
semestriel,test,globale,f1_macro,45.3,2337
semestriel,test,globale,n_zones_uniques,412.0,2337
semestriel,test,globale,repere_toujours_majoritaire_accuracy,59.1,2337
semestriel,test,globale,repere_hasard_balanced,33.3,2337
semestriel,par_annee,2023,accuracy,52.4,779
semestriel,par_annee,2024,accuracy,48.9,779
semestriel,par_annee,2025,accuracy,47.2,779
semestriel,par_tendance,Diminution,accuracy,52.4,1381
semestriel,par_tendance,Stable,accuracy,31.8,535
semestriel,par_tendance,Augmentation,accuracy,62.5,421
semestriel,cv_temporelle,fold_1_val_2018,accuracy,57.0,1026
semestriel,cv_temporelle,fold_1_val_2018,balanced_accuracy,55.5,1026
semestriel,cv_temporelle,fold_1_val_2018,f1_macro,51.6,1026
semestriel,cv_temporelle,fold_2_val_2019,accuracy,54.0,1060
semestriel,cv_temporelle,fold_2_val_2019,balanced_accuracy,52.5,1060
semestriel,cv_temporelle,fold_2_val_2019,f1_macro,47.9,1060
semestriel,cv_temporelle,fold_3_val_2020,accuracy,54.1,1092
semestriel,cv_temporelle,fold_3_val_2020,balanced_accuracy,54.9,1092
semestriel,cv_temporelle,fold_3_val_2020,f1_macro,47.7,1092
semestriel,cv_temporelle,fold_4_val_2021,accuracy,56.1,1115
semestriel,cv_temporelle,fold_4_val_2021,balanced_accuracy,53.2,1115
semestriel,cv_temporelle,fold_4_val_2021,f1_macro,45.8,1115
semestriel,cv_temporelle,fold_5_val_2022,accuracy,65.5,571
semestriel,cv_temporelle,fold_5_val_2022,balanced_accuracy,60.0,571
semestriel,cv_temporelle,fold_5_val_2022,f1_macro,53.9,571
semestriel,cv_temporelle,moyenne,accuracy,57.3,5
semestriel,cv_temporelle,moyenne,balanced_accuracy,55.2,5
semestriel,cv_temporelle,moyenne,f1_macro,49.4,5
