granularite,section,detail,metrique,valeur,n
semestriel,test,globale,accuracy,49.5,2337
semestriel,test,globale,balanced_accuracy,49.5,2337
semestriel,test,globale,f1_macro,45.9,2337
semestriel,test,globale,n_zones_uniques,412.0,2337
semestriel,test,globale,repere_toujours_majoritaire_accuracy,59.2,2337
semestriel,test,globale,repere_hasard_balanced,33.3,2337
semestriel,par_annee,2023,accuracy,52.1,779
semestriel,par_annee,2024,accuracy,49.3,779
semestriel,par_annee,2025,accuracy,47.0,779
semestriel,par_tendance,Diminution,accuracy,50.7,1384
semestriel,par_tendance,Stable,accuracy,36.3,523
semestriel,par_tendance,Augmentation,accuracy,61.6,430
semestriel,cv_temporelle,fold_1_val_2018,accuracy,56.8,1026
semestriel,cv_temporelle,fold_1_val_2018,balanced_accuracy,55.8,1026
semestriel,cv_temporelle,fold_1_val_2018,f1_macro,51.8,1026
semestriel,cv_temporelle,fold_2_val_2019,accuracy,55.2,1060
semestriel,cv_temporelle,fold_2_val_2019,balanced_accuracy,55.6,1060
semestriel,cv_temporelle,fold_2_val_2019,f1_macro,50.3,1060
semestriel,cv_temporelle,fold_3_val_2020,accuracy,54.1,1092
semestriel,cv_temporelle,fold_3_val_2020,balanced_accuracy,56.5,1092
semestriel,cv_temporelle,fold_3_val_2020,f1_macro,48.2,1092
semestriel,cv_temporelle,fold_4_val_2021,accuracy,54.7,1115
semestriel,cv_temporelle,fold_4_val_2021,balanced_accuracy,52.3,1115
semestriel,cv_temporelle,fold_4_val_2021,f1_macro,44.8,1115
semestriel,cv_temporelle,fold_5_val_2022,accuracy,66.0,571
semestriel,cv_temporelle,fold_5_val_2022,balanced_accuracy,61.7,571
semestriel,cv_temporelle,fold_5_val_2022,f1_macro,55.0,571
semestriel,cv_temporelle,moyenne,accuracy,57.4,5
semestriel,cv_temporelle,moyenne,balanced_accuracy,56.4,5
semestriel,cv_temporelle,moyenne,f1_macro,50.0,5
