granularite,section,detail,metrique,valeur,n
semestriel,test,globale,accuracy,62.2,2337
semestriel,test,globale,balanced_accuracy,61.4,2337
semestriel,test,globale,f1_macro,55.0,2337
semestriel,test,globale,n_zones_uniques,412.0,2337
semestriel,test,globale,repere_toujours_majoritaire_accuracy,66.8,2337
semestriel,test,globale,repere_hasard_balanced,33.3,2337
semestriel,par_annee,2023,accuracy,62.3,779
semestriel,par_annee,2024,accuracy,61.0,779
semestriel,par_annee,2025,accuracy,63.4,779
semestriel,par_tendance,Diminution,accuracy,71.1,506
semestriel,par_tendance,Stable,accuracy,61.1,1560
semestriel,par_tendance,Augmentation,accuracy,52.0,271
semestriel,cv_temporelle,fold_1_val_2018,accuracy,71.2,1026
semestriel,cv_temporelle,fold_1_val_2018,balanced_accuracy,70.0,1026
semestriel,cv_temporelle,fold_1_val_2018,f1_macro,61.3,1026
semestriel,cv_temporelle,fold_2_val_2019,accuracy,70.8,1060
semestriel,cv_temporelle,fold_2_val_2019,balanced_accuracy,66.7,1060
semestriel,cv_temporelle,fold_2_val_2019,f1_macro,57.6,1060
semestriel,cv_temporelle,fold_3_val_2020,accuracy,74.1,1092
semestriel,cv_temporelle,fold_3_val_2020,balanced_accuracy,69.1,1092
semestriel,cv_temporelle,fold_3_val_2020,f1_macro,62.1,1092
semestriel,cv_temporelle,fold_4_val_2021,accuracy,75.1,1115
semestriel,cv_temporelle,fold_4_val_2021,balanced_accuracy,70.4,1115
semestriel,cv_temporelle,fold_4_val_2021,f1_macro,63.2,1115
semestriel,cv_temporelle,fold_5_val_2022,accuracy,79.7,571
semestriel,cv_temporelle,fold_5_val_2022,balanced_accuracy,79.2,571
semestriel,cv_temporelle,fold_5_val_2022,f1_macro,70.6,571
semestriel,cv_temporelle,moyenne,accuracy,74.2,5
semestriel,cv_temporelle,moyenne,balanced_accuracy,71.1,5
semestriel,cv_temporelle,moyenne,f1_macro,63.0,5
