granularite,section,detail,metrique,valeur,n
semestriel,test,globale,accuracy,61.3,2337
semestriel,test,globale,balanced_accuracy,61.1,2337
semestriel,test,globale,f1_macro,54.0,2337
semestriel,test,globale,n_zones_uniques,412.0,2337
semestriel,test,globale,repere_toujours_majoritaire_accuracy,67.5,2337
semestriel,test,globale,repere_hasard_balanced,33.3,2337
semestriel,par_annee,2023,accuracy,61.0,779
semestriel,par_annee,2024,accuracy,59.9,779
semestriel,par_annee,2025,accuracy,62.9,779
semestriel,par_tendance,Diminution,accuracy,72.2,496
semestriel,par_tendance,Stable,accuracy,59.4,1578
semestriel,par_tendance,Augmentation,accuracy,51.7,263
semestriel,cv_temporelle,fold_1_val_2018,accuracy,70.4,1026
semestriel,cv_temporelle,fold_1_val_2018,balanced_accuracy,69.9,1026
semestriel,cv_temporelle,fold_1_val_2018,f1_macro,60.5,1026
semestriel,cv_temporelle,fold_2_val_2019,accuracy,70.4,1060
semestriel,cv_temporelle,fold_2_val_2019,balanced_accuracy,67.3,1060
semestriel,cv_temporelle,fold_2_val_2019,f1_macro,57.1,1060
semestriel,cv_temporelle,fold_3_val_2020,accuracy,74.3,1092
semestriel,cv_temporelle,fold_3_val_2020,balanced_accuracy,70.8,1092
semestriel,cv_temporelle,fold_3_val_2020,f1_macro,62.7,1092
semestriel,cv_temporelle,fold_4_val_2021,accuracy,74.3,1115
semestriel,cv_temporelle,fold_4_val_2021,balanced_accuracy,69.4,1115
semestriel,cv_temporelle,fold_4_val_2021,f1_macro,61.8,1115
semestriel,cv_temporelle,fold_5_val_2022,accuracy,79.2,571
semestriel,cv_temporelle,fold_5_val_2022,balanced_accuracy,78.8,571
semestriel,cv_temporelle,fold_5_val_2022,f1_macro,69.6,571
semestriel,cv_temporelle,moyenne,accuracy,73.7,5
semestriel,cv_temporelle,moyenne,balanced_accuracy,71.2,5
semestriel,cv_temporelle,moyenne,f1_macro,62.3,5
