granularite,section,detail,metrique,valeur,n
trimestriel,test,globale,accuracy,66.3,4317
trimestriel,test,globale,balanced_accuracy,65.4,4317
trimestriel,test,globale,f1_macro,56.9,4317
trimestriel,test,globale,n_zones_uniques,412.0,4317
trimestriel,test,globale,repere_toujours_majoritaire_accuracy,67.9,4317
trimestriel,test,globale,repere_hasard_balanced,33.3,4317
trimestriel,par_annee,2023,accuracy,66.1,1439
trimestriel,par_annee,2024,accuracy,66.7,1439
trimestriel,par_annee,2025,accuracy,66.2,1439
trimestriel,par_tendance,Diminution,accuracy,64.4,1054
trimestriel,par_tendance,Stable,accuracy,67.2,2930
trimestriel,par_tendance,Augmentation,accuracy,64.6,333
trimestriel,cv_temporelle,fold_1_val_2020,accuracy,73.0,1802
trimestriel,cv_temporelle,fold_1_val_2020,balanced_accuracy,69.3,1802
trimestriel,cv_temporelle,fold_1_val_2020,f1_macro,60.3,1802
trimestriel,cv_temporelle,fold_2_val_2021,accuracy,77.8,1845
trimestriel,cv_temporelle,fold_2_val_2021,balanced_accuracy,75.2,1845
trimestriel,cv_temporelle,fold_2_val_2021,f1_macro,66.1,1845
trimestriel,cv_temporelle,fold_3_val_2022,accuracy,79.2,1398
trimestriel,cv_temporelle,fold_3_val_2022,balanced_accuracy,77.3,1398
trimestriel,cv_temporelle,fold_3_val_2022,f1_macro,67.5,1398
trimestriel,cv_temporelle,moyenne,accuracy,76.7,3
trimestriel,cv_temporelle,moyenne,balanced_accuracy,73.9,3
trimestriel,cv_temporelle,moyenne,f1_macro,64.6,3
