granularite,section,detail,metrique,valeur,n
mensuel,test,globale,accuracy,60.1,10467
mensuel,test,globale,balanced_accuracy,52.8,10467
mensuel,test,globale,f1_macro,44.3,10467
mensuel,test,globale,n_zones_uniques,412.0,10467
mensuel,test,globale,repere_toujours_majoritaire_accuracy,77.3,10467
mensuel,test,globale,repere_hasard_balanced,33.3,10467
mensuel,par_annee,2023,accuracy,60.6,3489
mensuel,par_annee,2024,accuracy,60.0,3489
mensuel,par_annee,2025,accuracy,59.7,3489
mensuel,par_tendance,Diminution,accuracy,65.7,8093
mensuel,par_tendance,Stable,accuracy,31.2,1630
mensuel,par_tendance,Augmentation,accuracy,61.6,744
mensuel,cv_temporelle,fold_1_val_2017,accuracy,58.9,3161
mensuel,cv_temporelle,fold_1_val_2017,balanced_accuracy,53.4,3161
mensuel,cv_temporelle,fold_1_val_2017,f1_macro,47.8,3161
mensuel,cv_temporelle,fold_2_val_2018,accuracy,60.5,3419
mensuel,cv_temporelle,fold_2_val_2018,balanced_accuracy,52.8,3419
mensuel,cv_temporelle,fold_2_val_2018,f1_macro,47.8,3419
mensuel,cv_temporelle,fold_3_val_2019,accuracy,59.6,3611
mensuel,cv_temporelle,fold_3_val_2019,balanced_accuracy,54.8,3611
mensuel,cv_temporelle,fold_3_val_2019,f1_macro,47.5,3611
mensuel,cv_temporelle,fold_4_val_2020,accuracy,60.3,3783
mensuel,cv_temporelle,fold_4_val_2020,balanced_accuracy,57.9,3783
mensuel,cv_temporelle,fold_4_val_2020,f1_macro,47.8,3783
mensuel,cv_temporelle,fold_5_val_2021,accuracy,65.3,3929
mensuel,cv_temporelle,fold_5_val_2021,balanced_accuracy,58.3,3929
mensuel,cv_temporelle,fold_5_val_2021,f1_macro,50.3,3929
mensuel,cv_temporelle,fold_6_val_2022,accuracy,69.4,3669
mensuel,cv_temporelle,fold_6_val_2022,balanced_accuracy,56.5,3669
mensuel,cv_temporelle,fold_6_val_2022,f1_macro,49.9,3669
mensuel,cv_temporelle,moyenne,accuracy,62.3,6
mensuel,cv_temporelle,moyenne,balanced_accuracy,55.6,6
mensuel,cv_temporelle,moyenne,f1_macro,48.5,6
